slug,title,ingredient
"receitas/risoto_de_calabresa","Risoto de calabresa","arroz arbóreo"
"receitas/risoto_de_calabresa","Risoto de calabresa","vinho branco seco"
"receitas/risoto_de_calabresa","Risoto de calabresa","caldo de legumes"
"receitas/risoto_de_calabresa","Risoto de calabresa","queijo parmesão"
"receitas/risoto_de_calabresa","Risoto de calabresa","limão tahiti"
"receitas/risoto_de_calabresa","Risoto de calabresa","manteiga"
"receitas/risoto_de_calabresa","Risoto de calabresa","salsinha"
"receitas/risoto_de_calabresa","Risoto de calabresa","sal"
"receitas/risoto_de_calabresa","Risoto de calabresa","pimenta-do-reino"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","coxão duro"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","cebola"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","alho"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","sal"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","bacon"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","queijo prato"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","azeitona verde"
"receitas/rocambole-de-carne-moída--1758386974462","Rocambole de carne moída","maionese"
"receitas/salada_tropical","Salada tropical","manga"
"receitas/salada_tropical","Salada tropical","tomate"
"receitas/salada_tropical","Salada tropical","palmito"
"receitas/salada_tropical","Salada tropical","castanha"
"receitas/salada_tropical","Salada tropical","alface"
"receitas/salada_tropical","Salada tropical","azeite"
"receitas/salada_tropical","Salada tropical","mel"
"receitas/salada_tropical","Salada tropical","aceto balsâmico"
"receitas/salada_tropical","Salada tropical","sal"
"receitas/salada_tropical","Salada tropical","pimenta-do-reino"
"receitas/salada_de_macarr_o","Salada de macarrão","macarrão parafuso"
"receitas/salada_de_macarr_o","Salada de macarrão","água"
"receitas/salada_de_macarr_o","Salada de macarrão","peito de peru defumado"
"receitas/salada_de_macarr_o","Salada de macarrão","mussarela"
"receitas/salada_de_macarr_o","Salada de macarrão","milho"
"receitas/salada_de_macarr_o","Salada de macarrão","ervilha"
"receitas/salada_de_macarr_o","Salada de macarrão","cenoura"
"receitas/salada_de_macarr_o","Salada de macarrão","cebola"
"receitas/salada_de_macarr_o","Salada de macarrão","tomate"
"receitas/salada_de_macarr_o","Salada de macarrão","salsinha"
"receitas/salada_de_macarr_o","Salada de macarrão","manjericão"
"receitas/salada_de_macarr_o","Salada de macarrão","sal"
"receitas/salada_de_macarr_o","Salada de macarrão","pimenta-do-reino"
"receitas/salada_de_macarr_o","Salada de macarrão","creme de leite"
"receitas/salada_de_macarr_o","Salada de macarrão","maionese"
"receitas/salada_de_macarr_o","Salada de macarrão","frango"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","água"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","tucupi"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","sal"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","goma de mandioca"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","pimentas-de-cheiro"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","alho"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","camarão salgado seco"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","chicória"
"receitas/receita-de-tacacá-1758397532347","Receita de tacacá","jambu"
"receitas/salpic_o_fit","Salpicão fit","frango"
"receitas/salpic_o_fit","Salpicão fit","cenoura"
"receitas/salpic_o_fit","Salpicão fit","maçã"
"receitas/salpic_o_fit","Salpicão fit","milho-verde"
"receitas/salpic_o_fit","Salpicão fit","ervilha"
"receitas/salpic_o_fit","Salpicão fit","uva-passa"
"receitas/salpic_o_fit","Salpicão fit","iogurte natural desnatado"
"receitas/salpic_o_fit","Salpicão fit","mostarda"
"receitas/salpic_o_fit","Salpicão fit","sal"
"receitas/salpic_o_fit","Salpicão fit","pimenta-do-reino"
"receitas/salpic_o_fit","Salpicão fit","cheiro-verde"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","água"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","polvilho azedo"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","goma de mandioca"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","sal"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","camarão salgado seco"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","chicória"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","alho"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","pimenta-de-cheiro"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","jambu"
"receitas/tacacá-original-do-pará-1758396929691","Tacacá original do Pará","tucupi"
"receitas/sunomono","Sunomono (salada de pepino japonesa)","pepino japonês"
"receitas/sunomono","Sunomono (salada de pepino japonesa)","vinagre de arroz"
"receitas/sunomono","Sunomono (salada de pepino japonesa)","açúcar"
"receitas/sunomono","Sunomono (salada de pepino japonesa)","sal"
"receitas/sunomono","Sunomono (salada de pepino japonesa)","gergelim"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","azeite"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","cebola"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","alho"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","cogumelo"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","cenoura"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","abobrinha"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","pimentão vermelho"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","mostarda"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","ketchup sem açúcar"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","molho de tomate"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","creme de soja"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","sal"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","pimenta-do-reino"
"receitas/strogonoff_fit_vegano","Strogonoff fit vegano","cheiro-verde"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","biscoito maisena"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","manteiga"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","limão"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","água"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","suco de limão"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","leite condensado"
"receitas/torta_de_lim_o_f_cil","Torta de limão fácil","creme de leite"
"receitas/vinagrete","Vinagrete","tomate"
"receitas/vinagrete","Vinagrete","cebola-roxa"
"receitas/vinagrete","Vinagrete","salsinha"
"receitas/vinagrete","Vinagrete","cebolinha"
"receitas/vinagrete","Vinagrete","pimentão verde"
"receitas/vinagrete","Vinagrete","vinagre de vinho branco"
"receitas/vinagrete","Vinagrete","azeite de oliva"
"receitas/vinagrete","Vinagrete","tomilho"
"receitas/vinagrete","Vinagrete","limão"
"receitas/vinagrete","Vinagrete","sal"
"receitas/vinagrete","Vinagrete","pimenta-do-reino"
